studynumber,id,arm,year,drug,n,FullStudyName,corr_auth,corr_auth_email,other_email,answer_after_1_mail,bibkey,treatment,index,val
894,Study 233a,3004,2010,Quetiapine,120,,,,,,Harvey2013,active,qtcm,10.4
894,Study 233b,3002,2010,Lurasidone,246,,,,,,Harvey2013,active,qtcm,2.9
163,Garcia 2009,324,2009,Haloperidol,60,"Garcia E, Robert M, Peris F, Nakamura H, Sato N, Terazawa Y. The efficacy and safety of blonanserin compared with haloperidol in acute-phase schizophrenia: A randomized, double-blind, placebo-controlled, multicentre study. CNS Drugs2009",Dr Nakamura,hiroshi-nakamura@ds-pharma.co.jp,,Daten erhalten,Garcia2009,active,qtcm,3.03
163,Garcia 2009,325,2009,Placebo,64,,,,,,Garcia2009,control,qtcm,6.1
190,Hera 041-021a,383,2009,Asenapine,208,"SH. A multicenter, randomized, double-blind, fixed-dose, 6-week trial of the efficacy and safety of asenapine compared with placebo using olanzapine postive control in subjects with an acute exacerbation of schizophrenia. Center for drug evaluation and research",Dr McIntyre,roger.mcintyre@uhn.ca,,,Hera2009a,active,qtcm,
190,Hera 041-021a,385,2009,Placebo,106,,,,,,Hera2009a,control,qtcm,
190,Hera 041-021b,384,2009,Olanzapine,103,,,,,,Hera2009a,active,qtcm,
191,Hera 041-022,387,2009,Olanzapine,93,,,,,,Hera2009b,active,qtcm,
191,Hera 041-022,388,2009,Placebo,93,,,,,,Hera2009b,control,qtcm,
65,Casey 2008,146,2008,Risperidone,120,"Casey DE, Sands EE, Heisterberg J, Yang HM. Efficacy and safety of bifeprunox in patients with an acute exacerbation of schizophrenia: Results from a randomized, double-blind, placebo-controlled, multicenter, dose-finding study. Psychopharmacology2008",Dr Casey,caseyd@ohsu.edu,,hat keine Daten,Casey2008,active,qtcm,
65,Casey 2008,145,2008,Placebo,119,,,,,,Casey2008,control,qtcm,
633,Cutler 2008a,2382,2008,Ziprasidone,151,,,,,"hat keine Daten, nochmals Rückfrage gestellt",Cutler2010,active,qtcm,6.1
633,Cutler 2008a,2299,2008,Placebo,152,,,,,"hat keine Daten, nochmals Rückfrage gestellt",Cutler2010,control,qtcm,-2
633,Cutler 2008b,2298,2008,Iloperidone,303,,,,,"hat keine Daten, nochmals Rückfrage gestellt",Cutler2010,active,qtcm,7.2
722,Johnson NCT00397033,2590,2008,Paliperidone,209,"Canuso C, Lindenmayer JP, Carothers J, Kosik-Gonzalez C, Turkoz I, Schooler N. Randomized, double-blind, placebo-controlled study of two dose ranges of paliperidone er in the treatment of subjects with schizoaffective disorder. Biological Psychiatry2009",Dr Canuso,CCanuso@its.jnj.com,,,Canuso2010a,active,qtcm,
722,Johnson NCT00397033,2591,2008,Placebo,107,,,,,,Canuso2010a,control,qtcm,
723,Johnson NCT00412373,2593,2008,Placebo,95,"Canuso CM, Schooler N, Carothers J et al.Paliperidone extended-release in schizoaffective disorder: A randomized, controlled study comparing a flexible dose with placebo in patients treated with and without antidepressants and/or mood stabilizers. Journal of clinical Psychopharmacology2010",Dr Canuso,CCanuso@its.jnj.com,,,Canuso2010b,control,qtcm,
723,Johnson NCT00412373,2592,2008,Paliperidone,216,,,,,,Canuso2010b,active,qtcm,
724,Johnson NCT00524043,2594,2008,Paliperidone,70,"Coppola D, Melkote R, Lannie C et al.Efficacy and safety of paliperidone extended release 1.5 mg/day-a double-blind, placebo-and active-controlled, study in the treatment of patients with schizophrenia. Psychopharmacology Bulletin2011",Dr Coppola,dcoppol2@its.jnj.com,,,Coppola2011,active,qtcm,
724,Johnson NCT00524043,2595,2008,Placebo,65,,,,,,Coppola2011,control,qtcm,
776,Lindenmayer 2008,2710,2008,Quetiapine,267,,,,,,Lindenmayer2008,active,qtcm,1.4
776,Lindenmayer 2008,2709,2008,Placebo,84,,,,,,Lindenmayer2008,control,qtcm,-2.7
895,Study 3000a,3007,2008,Placebo,127,,,,,,Potkin2008,control,qtcm,-0.3
895,Study 3000a,3005,2008,Haloperidol,124,,,,,,Potkin2008,active,qtcm,1.4
895,Study 3000b,3006,2008,Iloperidone,124,,,,,,Potkin2008,active,qtcm,0.1
899,Study 3004a,3015,2008,Placebo,156,,,,,,Potkin2008,control,qtcm,1.2
899,Study 3004a,3014,2008,Iloperidone,154,,,,,,Potkin2008,active,qtcm,5
899,Study 3004b,3016,2008,Risperidone,153,,,,,,Potkin2008,active,qtcm,2.4
900,Study 3005a,3019,2008,Risperidone,157,"Potkin SG, Litman RE, Torres R, Wolfgang CD. Efficacy of iloperidone in the treatment of schizophrenia: Initial phase 3 studies. Journal of clinical Psychopharmacology2008",Professor Potkin,sgpotkin@uci.edu,,,Potkin2008,active,qtcm,1.1
900,Study 3005a,3018,2008,Placebo,160,,,,,,Potkin2008,control,qtcm,-2.5
900,Study 3005b,3017,2008,Iloperidone,389,,,,,,Potkin2008,active,qtcm,6.1
965,Study RGH-MD-03,3162,2008,Placebo,130,"Durgam S, Litman RE, Papadakis K, Li D, Nemeth G, Laszlovszky I. Cariprazine in the treatment of schizophrenia: A proof-of-concept trial. International clinical Psychopharmacology2016",Dr Durgam,moc.sivatca@magrud.hserus,,,Durgam2016,control,qtcm,
965,Study RGH-MD-03,3160,2008,Cariprazine,128,,,,,,Durgam2016,active,qtcm,
992,Cutler 2008a,3239,2008,Placebo,117,"Cutler AJ, Kalali AH, Weiden PJ, Hamilton J, Wolfgang CD. Four-week, double-blind, placebo- and ziprasidone- controlled trial of iloperidone in patients with acute exacerbations of schizophrenia. Journal of clinical Psychopharmacology 2008",Dr Curt Wolfgang,kontakt-de@vandapharma.com,unsicherer Kontakt,,Cutler2010,control,qtcm,-1.79
992,Cutler 2008a,76208,2008,Quetiapine,448,,,,,,Cutler2010,active,qtcm,1.2575
129,Davidson 2007a,255,2007,Placebo,123,"Davidson M, Emsley R, Kramer M et al.Efficacy, safety and early response of paliperidone extended-release tablets (paliperidone er): Results of a 6-week, randomized, placebo-controlled study.[Erratum appears in schizophr res. 2007 nov;96(1-3):273-4]. Schizophrenia Research2007",Dr Davidson,davidso@netvision.net.il,,,Davidson2007,control,qtcm,
129,Davidson 2007a,253,2007,Olanzapine,128,,,,,,Davidson2007,active,qtcm,
129,Davidson 2007b,254,2007,Paliperidone,125,,,,,,Davidson2007,active,qtcm,
227,Kahn 2007,464,2007,Placebo,118,"Kahn RS, Schulz SC, Palazov VD et al.Efficacy and tolerability of once-daily extended release quetiapine fumarate in acute schizophrenia: A randomized, double-blind, placebo-controlled study. Journal of clinical Psychiatry2007",Dr Kahn,rkahn@umcutrecht.nl,,,Kahn2007,control,qtcm,
227,Kahn 2007,465,2007,Quetiapine,470,,,,,,Kahn2007,active,qtcm,
307,McEvoy 2007b,649,2007,Aripiprazole,206,"McEvoy JP, Daniel DG, Carson, W. H., Jr., McQuade RD, Marcus RN. A randomized, double-blind, placebo-controlled, study of the efficacy and safety of aripiprazole 10, 15 or 20 mg/day for the treatment of patients with acute exacerbations of schizophrenia. Journal of Psychiatric Research2007",Dr McEvoy,jpmcevoy@duke.edu,,,McEvoy2007,active,qtcm,
307,McEvoy 2007b,650,2007,Placebo,108,,,,,,McEvoy2007,control,qtcm,
313,Meltzer 2007a,661,2007,Placebo,149,"Meltzer HYBLMHJYPPSNA. A randomized, double-blind, placebo-controlled efficacy and safety study of bifeprunox as treatment for patients with acutely exacerbated schizophrenia: 11th international congress on schizophrenia research; 2007",,,keine Kontakte auffindbar,,Meltzer2007,control,qtcm,
313,Meltzer 2007a,662,2007,Risperidone,154,,,,,,Meltzer2007,active,qtcm,
734,Kane 2007b,2617,2007,Placebo,127,,,,,,Kane2007,control,qtcm,
734,Kane 2007b,2615,2007,Olanzapine,128,"Kane J, Canas F, Kramer M et al.Treatment of schizophrenia with paliperidone extended-release tablets: A 6-week placebo-controlled trial. Schizophrenia Research2007",Dr Kane,JKane2@NSHS.edu,,,Kane2007,active,qtcm,
734,Kane 2007c,2616,2007,Paliperidone,375,,,,,,Kane2007,active,qtcm,
789,Marder 2007c,2739,2007,Placebo,110,,,,,,Marder2007,control,qtcm,0.5
789,Marder 2007c,2738,2007,Paliperidone,224,,,,,,Marder2007,active,qtcm,0.35
789,Marder 2007d,2737,2007,Olanzapine,110,,,,,,Marder2007,active,qtcm,1.9
829,Patil 2007,2830,2007,Olanzapine,34,"Patil ST, Zhang L, Martenyi F et al. Activation of mGlu2/3 receptors as a new approach to treat schizophrenia: A randomized phase 2 clinical trial.[Erratum appears in nat med. 2007 oct;13(10):1264]. Nature Medicine 2007",Dr Schoepp,schoepp_darryle_d@lilly.com,falscher Kontakt neu: Dr Monn via rg,,Patil2007,active,qtcm,4.16
829,Patil 2007,2831,2007,Placebo,63,,,,,,Patil2007,control,qtcm,1.61
845,Potkin 2007d,2866,2007,Placebo,62,,,,,,Potkin2007,control,qtcm,-1.6
845,Potkin 2007d,2867,2007,Risperidone,60,,,,,,Potkin2007,active,qtcm,4.4
845,Potkin 2007c,2865,2007,Asenapine,60,,,,,,Potkin2007,active,qtcm,4.6
843,Potkin 2003a,2859,2003,Aripiprazole,202,,,,,,Potkin2003,active,qtcm,-0.67
843,Potkin 2003a,2860,2003,Placebo,103,,,,,,Potkin2003,control,qtcm,-2.18
843,Potkin 2003b,2861,2003,Risperidone,99,,,,,,Potkin2003,active,qtcm,6.31
231,Kane 2002b,473,2002,Haloperidol,104,,,,,,Kane2002,active,qtcm,1.67
418,Study 94202 2002a,940,2002,Aripiprazole,61,2002 S9. Center for drug evaluation and research. Application number 21-436. Medical review(s). http://wwwfdagov 2002,,,keine Kontakte auffindbar,,Study942022002,active,qtcm,-6.6
418,Study 94202 2002a,942,2002,Placebo,64,,,,,,Study942022002,control,qtcm,-4.5
418,Study 94202 2002b,941,2002,Haloperidol,63,,,,,,Study942022002,active,qtcm,-0.7
405,Study 115 2000a,908,2000,Placebo,83,2000 S1. Center for drug evaluation and research approval package for application number 20-825. Medical review. http://wwwfdagov 2000,,,keine Kontakte auffindbar,,Study1152000,control,qtcm,406.2
405,Study 115 2000a,909,2000,Ziprasidone,164,,,,,,Study1152000,active,qtcm,422.6
405,Study 115 2000b,907,2000,Haloperidol,85,,,,,,Study1152000,active,qtcm,410.2
127,Daniel 1999,249,1999,Placebo,92,"Daniel DG, Zimbroff DL, Potkin SG, Reeves KR, Harrigan EP, Lakshminarayanan M. Ziprasidone 80 mg/day and 160 mg/day in the acute exacerbation of schizophrenia and schizoaffective disorder: A 6-week placebo- controlled trial. Ziprasidone study group. Neuropsychopharmacology 1999; 20: 491–505",,,keine Kontakte auffindbar,,Daniel1999,control,qtcm,413.3
127,Daniel 1999,250,1999,Ziprasidone,104,,,,,,Daniel1999,active,qtcm,417.2
14,Arvanitis 1997a,31,1997,Placebo,51,"Arvanitis LA, Miller BG. Multiple fixed doses of Seroquel (quetiapine) in patients with acute exacerbation of schizophrenia: A comparison with haloperidol and placebo. The seroquel trial 13 study group. Biological Psychiatry 1997; 42: 233–46",,,keine Kontakte auffindbar,,Arvanitis1997,control,qtcm,-5
14,Arvanitis 1997a,32,1997,Quetiapine,105,,,,,,Arvanitis1997,active,qtcm,2.86
14,Arvanitis 1997b,30,1997,Haloperidol,52,,,,,,Arvanitis1997,active,qtcm,4
611,Small 1997,2988,1997,Quetiapine,96,"Small JG, Hirsch SR, Arvanitis LA, Miller BG, Link CG. Quetiapine in patients with schizophrenia. A high- and low-dose double-blind comparison with placebo. Seroquel study group. Archives of General Psychiatry 1997; 54: 549–57.",,,keine Kontakte auffindbar,,Small1997,active,qtcm,
611,Small 1997,2987,1997,Placebo,96,,,,,,Small1997,control,qtcm,
946,Zimbroff 1997a,3123,1997,Sertindole,144,"Zimbroff DL, Kane JM, Tamminga CA et al. Controlled, dose-response study of sertindole and haloperidol in the treatment of schizophrenia. Sertindole study group. American Journal of Psychiatry 1997; 154: 782–91",Dr Zimbroff,dan.zimbroff@pcrmg.com,"verstorben, neuer Kontakt : danieldb@jmu.edu",,Zimbroff1997,active,qtcm,20.85
946,Zimbroff 1997a,3122,1997,Placebo,73,,,,,,Zimbroff1997,control,qtcm,-6.9
946,Zimbroff 1997b,3121,1997,Haloperidol,137,,,,,,Zimbroff1997,active,qtcm,1.48
31,Beasley 1996a,70,1996,Placebo,50,"Beasley, C. M., Jr., Sanger T, Satterlee W, Tollefson G, Tran P, Hamilton S. Olanzapine versus placebo: Results of a double-blind, fixed-dose olanzapine trial. Psychopharmacology 1996",Dr Beasley,cmbeasleyj@lilly.com,,,Beasley1996a,control,qtcm,
31,Beasley 1996a,69,1996,Olanzapine,50,,,,,,Beasley1996a,active,qtcm,
32,Beasley 1996b,71,1996,Haloperidol,69,,,,,,Beasley1996b,active,qtcm,1.76
32,Beasley 1996b,73,1996,Placebo,68,,,,,,Beasley1996b,control,qtcm,-1.77
32,Beasley 1996c,72,1996,Olanzapine,133,,,,,,Beasley1996b,active,qtcm,2.73
560,Borison 1996,2271,1996,Placebo,55,"Borison RL, Arvanitis LA, Miller BG. ICI 204,636, an atypical antipsychotic: Efficacy and safety in a multicenter, placebo-controlled trial in patients with schizophrenia. U.S. SEROQUEL study group. J Clin Psychopharmacol 1996",,,keine Kontakte auffindbar,,Borison1996,control,qtcm,-0.1
560,Borison 1996,2272,1996,Quetiapine,54,,,,,,Borison1996,active,qtcm,7.2
923,van Kammen 1996,3070,1996,Sertindole,105,,,,,,VanKammen1996,active,qtcm,20.04
923,van Kammen 1996,3069,1996,Placebo,48,,,,,,VanKammen1996,control,qtcm,-0.34
942,Zborowski 1995a,3113,1995,Placebo,116,,,,,,Zborowski1995,control,qtcm,-0.85
942,Zborowski 1995a,3112,1995,Haloperidol,115,"Zborowski J, Schmitz P, Staser J et al. Efficacy and safety of sertindole in a trial of schizophrenic patients. BiolPsychiatry 1995",Dr Tamminga,carol.tamminga@utsouthwestern.edu,,,Zborowski1995,active,qtcm,-5.23
942,Zborowski 1995b,3114,1995,Sertindole,117,,,,,,Zborowski1995,active,qtcm,24.84
84,Clark 1972a,191,1972,Chlorpromazine,19,"Clark ML, Huber WK, Sullivan J, Wood F, Costiloe JP. Evaluation of loxapine succinate in chronic schizophrenia. Diseases of the Nervous System 1972",,,keine Kontakte auffindbar,,Clark1972,active,qtcm,
84,Clark 1972a,193,1972,Placebo,18,,,,,,Clark1972,control,qtcm,
84,Clark 1972b,192,1972,Loxapine,18,,,,,,Clark1972,active,qtcm,
591,Clark 1970a,2326,1970,Chlorpromazine,15,"Clark ML, Huber WK, Sakata K, Fowles DC, Serafetinides EA. Molindone in chronic schizophrenia. clinical",,,"keine Kontakte auffindbar, Letztautor verstorben",,Clark1970,active,qtcm,
591,Clark 1970a,2328,1970,Placebo,14,Pharmacology & Therapeutics 1970,,,,,Clark1970,control,qtcm,
4686,Ishigooka 2018,78381,2018,Placebo,116,"Ishigooka J, Inada T, Miura S. Olanzapine versus haloperidol in the treatment of patients with chronic schizophrenia: Results of the japan multicenter, double-blind olanzapine trial. Psychiatry & clinical Neurosciences2001",Dr Tadori,tadori.yoshihiro@otsuka.jp,,,Ishigooka2018,control,qtcsd,
4686,Ishigooka 2018,78421,2018,Brexpiprazole,228,,,,,,Ishigooka2018,active,qtcsd,
2798,Litman 2016,7675,2016,Placebo,55,"Litman RE, Smith MA, Doherty JJ et al.AZD8529, a positive allosteric modulator at the mGluR2 receptor, does not improve symptoms in schizophrenia: A proof of principle study. Abstracts of the 4th Biennial Schizophrenia International Research Conference2016","Dr Litman, Dr Zukin","relitman@cbhhealth.com, stephen.zukin@frx.com",,,Litman2016,control,qtcsd,
2798,Litman 2016,7676,2016,Risperidone,31,,,,,,Litman2016,active,qtcsd,
331,NCT01104766a,700,2015,Placebo,153,"Durgam S, Cutler AJ, Lu K et al.Cariprazine in acute exacerbation of schizophrenia: A fixed-dose, phase 3, randomized, double-blind, placebo-and active-controlled trial. Journal of clinical Psychiatry2015",Dr Durgam,suresh.durgam@actavis.com,falscher Kontakt Allergan kontaktiert,noch keine Antwort von Allergan erhalten,Durgam2015,control,qtcsd,
331,NCT01104766a,699,2015,Aripiprazole,152,,,,,,Durgam2015,active,qtcsd,
331,NCT01104766b,76206,2015,Cariprazine,312,,,,,,Durgam2015,active,qtcsd,
978,Lieberman 2015,3198,2015,Placebo,85,"Lieberman JA, Davis RE, Correll CU et al.ITI-007 for the treatment of schizophrenia: A 4-week randomized, double-blind, controlled trial. Biol Psychiatry2015",Dr Vanover,kvanover@intracellulartherapies.com,,,Lieberman2015,control,qtcsd,
978,Lieberman 2015,3199,2015,Risperidone,82,,,,,,Lieberman2015,active,qtcsd,
1033,Kane 2015,3340,2015,Placebo,184,,,,,,Kane2015a,control,qtcsd,18
1033,Kane 2015,76209,2015,Brexpiprazole,370,,,,,,Kane2015a,active,qtcsd,17.513891319178
1056,Correll 2015,3392,2015,Placebo,184,,,,,,Correll2015,control,qtcsd,18.5
1056,Correll 2015,76210,2015,Brexpiprazole,362,,,,,,Correll2015,active,qtcsd,15.7762754256417
1406,NCT01098110,4158,2015,Placebo,174,"Kinoshita T, Bai YM, Kim JH, Miyake M, Oshima N. Efficacy and safety of asenapine in asian patients with an acute exacerbation of schizophrenia: A multicentre, randomized, double-blind, 6-week, placebo-controlled study. Psychopharmacology2016",Dr Kinoshita,kinoshit@takii.kmu.ac.jp,,,Kinoshita2016,control,qtcsd,
1406,NCT01098110,76211,2015,Asenapine,358,,,,,,Kinoshita2016,active,qtcsd,
1408,NCT01617187a,4163,2015,Asenapine,113,"Landbloom R, Mackle M, Wu X et al.Asenapine for the treatment of adults with an acute exacerbation of schizophrenia: Results from a randomized, double-blind, fixed-dose, placebo-controlled trial with olanzapine as an active control. CNS Spectr2016",Dr McIntyre,roger.mcintyre@uhn.ca,,,Landbloom2017,active,qtcsd,
1408,NCT01617187a,4165,2015,Placebo,103,,,,,,Landbloom2017,control,qtcsd,
1408,NCT01617187b,4164,2015,Olanzapine,46,,,,,,Landbloom2017,active,qtcsd,
1415,NCT00905307a,4180,2015,Aripiprazole,50,"Kane JM, Skuban A, Hobart M et al.Overview of short-and long-term tolerability and safety of brexpiprazole in patients with schizophrenia. Schizophrenia Research2016",Dr Kane,JKane2@NSHS.edu,,,Kane2016,active,qtcsd,
1415,NCT00905307a,4185,2015,Placebo,95,,,,,,Kane2016,control,qtcsd,
1415,NCT00905307b,4183,2015,Brexpiprazole,90,,,,,,Kane2016,active,qtcsd,
3017,Loebel 2015a,7985,2015,Lurasidone,199,"Loebel A, Silva R, Goldman R et al.Lurasidone dose escalation in early nonresponding patients with schizophrenia: A randomized, placebo-controlled study. J Clin Psychiatry2016",Dr Loebel,antony.loebel@sunovion.com,,,Loebel2016,active,qtcsd,
3017,Loebel 2015a,8166,2015,Placebo,112,,,,,,Loebel2016,control,qtcsd,
280,Litmann 2014,591,2014,Placebo,41,"Litman RE, Smith MA, Desai DG, Simpson T, Sweitzer D, Kanes SJ. The selective neurokinin 3 antagonist azd2624 does not improve symptoms or cognition in schizophrenia: A proof-of-principle study. Journal of clinical Psychopharmacology2014",Dr Litman,relitman@cbhhealth.com,,,Litman2014,control,qtcsd,
280,Litmann 2014,590,2014,Olanzapine,22,,,,,,Litman2014,active,qtcsd,
394,Schmidt 2014,836,2014,Olanzapine,93,,,,,,Schmidt2014,active,qtcsd,
601,Shen 2014,2965,2014,Placebo,78,"Shen JH, Zhao Y, Rosenzweig-Lipson S et al.A 6-week randomized, double-blind, placebo-controlled, comparator referenced trial of vabicaserin in acute schizophrenia. Journal of Psychiatric Research2014",Dr Williamns,jwilliams@medavante.com,,,Shen2014,control,qtcsd,
